uid,namedLocation,domainID,siteID,plotID,plotType,sampleID,sampleCode,chlorophyllSampleID,chlorophyllSampleCode,collectDate,sampleCondition,extractionStartDate,extractionLength,freshMass,solventVolume,analyticalRepNumber,extractChlAConc,extractChlBConc,extractCarotConc,relativeAccuracyScale,handlingQF,measurementQF,remarks,laboratoryName,testMethod,analyzedBy,reviewedBy,dataQF
"a23f0ff5-672b-4af7-adcf-f4e3a9cf0b45","HARV_010.basePlot.cfc","D01","HARV","HARV_010","distributed","AVQkM2txcccPybg3jdEvENrtT75oYMHcXgqTe+G80ok=","A00000000790","AVQkM2txcccPybg3jdEvENrtT75oYMHcdsYMXBGTcTo=","D00000008001","2018-09-07T17:11Z","OK","2018-09-17",48,0.2974,20,1,8.24,3.00,2.17,"A","OK","OK",,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",
"8cbfa613-6b3d-403a-be3c-86fe7a5f7e80","HARV_010.basePlot.cfc","D01","HARV","HARV_010","distributed","AVQkM2txcccewditTwq1KuTCeBLO/0I69XwYsO5JkgA=","A00000000759","AVQkM2txcccewditTwq1KuTCeBLO/0I6sqiSgBniULw=","D00000007974","2018-09-07T17:18Z","OK","2018-09-17",48,0.2769,20,1,10.60,1.92,3.25,"A","OK","OK",,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",
"df6dcafb-1505-4c8e-bcc6-675a88c7f5e5","HARV_010.basePlot.cfc","D01","HARV","HARV_010","distributed","AVQkM2txcccWZgV/vveh/oF23uonq/XmCwAmhLDCbJc=","A00000000766","AVQkM2txcccWZgV/vveh/oF23uonq/Xm+8JAhaJG1Wg=","D00000007985","2018-09-07T18:21Z","OK","2018-09-17",48,0.3317,20,1,10.32,4.28,3.68,"A","OK","OK",,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",
"c8ad6403-fa81-400f-827f-e6442c32a7ed","HARV_022.basePlot.cfc","D01","HARV","HARV_022","distributed","AVQkM2txccc6noxeRrSOsudACi5yacTWac7zJEpUOd0=","A00000000789","AVQkM2txccc6noxeRrSOsudACi5yacTWbR9ErTqo2nQ=","D00000007975","2018-09-10T15:13Z","OK","2018-09-17",48,0.2864,20,1,12.48,3.44,2.85,"A","OK","OK",,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",
"8e8d1c84-d3ee-4141-8df4-1f0ed20a4f83","HARV_022.basePlot.cfc","D01","HARV","HARV_022","distributed","AVQkM2txccc6noxeRrSOspAHhVexlzM8mwyaXdOFLv0=","A00000000751","AVQkM2txccc6noxeRrSOspAHhVexlzM83ihk2PSAZ3E=","D00000008000","2018-09-10T16:11Z","OK","2018-09-17",48,0.3167,20,1,12.56,3.73,2.74,"A","OK","OK",,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",
"606db8d0-2ee7-4d0a-9142-b8339f2ce0c8","HARV_022.basePlot.cfc","D01","HARV","HARV_022","distributed","AVQkM2txccc6noxeRrSOstsf5AN8gGYTM9iUT5t+h/M=","A00000000749","AVQkM2txccc6noxeRrSOstsf5AN8gGYTCQBmmI3PnTM=","D00000007994","2018-09-10T17:31Z","OK","2018-09-17",48,0.2682,20,1,10.26,2.94,2.22,"A","OK","OK",,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",
"1115dd0f-8b01-43b7-ad19-1fa9532c3aa1","HARV_037.basePlot.cfc","D01","HARV","HARV_037","tower","AVQkM2txcceLRS2ArSfV2TKAS6PImhMJOsxtT1HohFU=","A00000000785","AVQkM2txcceLRS2ArSfV2TKAS6PImhMJ7y/4zzIY57E=","D00000007988","2018-09-10T19:01Z","OK","2018-09-17",48,0.2876,20,1,6.80,1.86,2.34,"A","OK","OK",,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",
"80f41664-cafe-484c-9ec2-f7eb629dfde5","HARV_021.basePlot.cfc","D01","HARV","HARV_021","distributed","AVQkM2txcceHQFirHzLlz4nW78zFSrJxK9BWZIIqEpY=","A00000000776","AVQkM2txcceHQFirHzLlz4nW78zFSrJxJUznbcKpMhs=","D00000007991","2018-09-11T13:40Z","OK","2018-09-19",48,0.1293,20,1,12.52,3.33,3.13,"A","OK","OK",,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",
"a6b98798-4cb2-4789-8add-39ce602f121a","HARV_021.basePlot.cfc","D01","HARV","HARV_021","distributed","AVQkM2txccfbm8FmR6uYPhdBaTNLRjTHAMiMLvYo7JM=","A00000000791","AVQkM2txccfbm8FmR6uYPhdBaTNLRjTHSfyHVzTZlUM=","D00000007978","2018-09-11T16:34Z","OK","2018-09-19",48,0.3366,20,1,9.78,2.46,2.31,"A","OK","OK",,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",
"06680b8d-daad-4d26-982e-14455c389b53","HARV_021.basePlot.cfc","D01","HARV","HARV_021","distributed","AVQkM2txccfbm8FmR6uYPtcFoCQCwRlBPNXJVsHINiA=","A00000000787","AVQkM2txccfbm8FmR6uYPtcFoCQCwRlBw6mXlEWFqcs=","D00000007977","2018-09-11T17:39Z","OK","2018-09-19",48,0.2491,20,1,11.48,2.92,2.68,"A","OK","OK",,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",
"7326a738-bae0-4a7f-90cf-87ab289f0359","HARV_001.basePlot.cfc","D01","HARV","HARV_001","distributed","AVQkM2txccdjiqyLpwJ6Hd2h51zCMAtO2NZL09Hgnug=","A00000000761","AVQkM2txccdjiqyLpwJ6Hd2h51zCMAtOjHnNa+XxKcE=","D00000008004","2018-09-12T13:32Z","OK","2018-09-19",48,0.1517,20,1,14.00,4.06,3.67,"A","OK","OK",,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",
"ab313bd0-90a9-4d67-befd-27cff3ea34f9","HARV_001.basePlot.cfc","D01","HARV","HARV_001","distributed","AVQkM2txcccmWvD+VUNzF6MwCeNJeRQsv29qf/p3LSo=","A00000000748","AVQkM2txcccmWvD+VUNzF6MwCeNJeRQs5qDdK2dRN9Y=","D00000007989","2018-09-12T14:25Z","OK","2018-09-19",48,0.1557,20,1,10.94,3.13,2.89,"A","OK","OK",,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",
"469d41cd-b281-4809-8dd5-2670c32ab70b","HARV_001.basePlot.cfc","D01","HARV","HARV_001","distributed","AVQkM2txccffTtmrmjG0vVZY8OLPbga3j9ACPpMZkdc=","A00000000779","AVQkM2txccffTtmrmjG0vVZY8OLPbga3nJ2mJEVWpGY=","D00000008005","2018-09-12T15:04Z","OK","2018-09-19",48,0.1861,20,1,6.26,1.54,1.80,"A","OK","OK",,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",
"e571c12f-ae23-4a4d-8c13-d167fcd3b3de","HARV_005.basePlot.cfc","D01","HARV","HARV_005","distributed","AVQkM2txcccKiof8yXpZAHuQDF5jQZnUzJcb1+fDsIE=","A00000000777","AVQkM2txcccKiof8yXpZAHuQDF5jQZnUm4ggpq8z3Q0=","D00000008008","2018-09-12T17:31Z","OK","2018-09-19",48,0.1819,20,1,8.18,1.63,2.56,"A","OK","OK",,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",
"3083234f-e411-4a9c-a750-c2e5dbd3f93f","HARV_005.basePlot.cfc","D01","HARV","HARV_005","distributed","AVQkM2txcceHcJqM/wRpOotLqLf5uwVmZL07MDmXjW4=","A00000000782","AVQkM2txcceHcJqM/wRpOotLqLf5uwVmi3LVDLB2JZ4=","D00000008007","2018-09-12T18:02Z","OK","2018-09-19",48,0.1778,20,1,7.86,2.11,2.01,"A","OK","OK",,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",
"4a8ee6b3-4f3b-444c-9fe1-e61d670177fc","HARV_005.basePlot.cfc","D01","HARV","HARV_005","distributed","AVQkM2txcccKiof8yXpZAIZh3QZPb/WruL57gVIC+GE=","A00000000741","AVQkM2txcccKiof8yXpZAIZh3QZPb/WrwOYxNoOaS9s=","D00000008009","2018-09-12T18:43Z","OK","2018-09-19",48,0.1695,20,1,7.44,1.59,1.99,"A","OK","OK",,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",
"8d12180b-4c69-4539-8ee1-3d371008256b","HARV_002.basePlot.cfc","D01","HARV","HARV_002","distributed","AVQkM2txccfiSjgtVV+ppr9FMbi3QSanDTsoqzSu/KE=","A00000000781","AVQkM2txccfiSjgtVV+ppr9FMbi3QSancpDIdLHT3CI=","D00000008002","2018-09-13T13:17Z","OK","2018-09-19",48,0.1631,20,1,10.66,2.82,2.95,"A","OK","OK",,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",
"120edecc-129c-45c3-99c0-d786e2983553","HARV_002.basePlot.cfc","D01","HARV","HARV_002","distributed","AVQkM2txccdwqwobATHHU2r8Mh0CVy+IIuJthUt1BUc=","A00000000784","AVQkM2txccdwqwobATHHU2r8Mh0CVy+I5P1XjE2pVlg=","D00000008006","2018-09-13T13:48Z","OK","2018-09-19",48,0.2153,20,1,15.64,3.97,4.18,"A","OK","OK",,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",
"9a397435-68c3-4cf7-b6b1-55482b1a26d3","HARV_002.basePlot.cfc","D01","HARV","HARV_002","distributed","AVQkM2txccfiSjgtVV+pptOYsYeSWQKy/Cef7KABvT4=","A00000000742","AVQkM2txccfiSjgtVV+pptOYsYeSWQKyk88tXplDPUQ=","D00000007982","2018-09-13T15:14Z","OK","2018-09-19",48,0.1649,20,1,14.38,4.14,3.95,"A","OK","OK",,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",
"49483d91-39eb-4fdf-a374-fa8f5c5675b9","HARV_020.basePlot.cfc","D01","HARV","HARV_020","distributed","AVQkM2txccef2labSJF6XRr/e6EabGRtYmCyKOw2YUM=","A00000000778","AVQkM2txccef2labSJF6XRr/e6EabGRtzK8D7rIUrwirTpidw83pvw==","D00000008018","2018-09-13T18:20Z","OK","2018-09-19",48,0.1371,20,1,9.88,2.73,2.87,"A","OK","OK",,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",
"28f9b66d-757a-4fa4-9f43-2a71ee4e1095","HARV_020.basePlot.cfc","D01","HARV","HARV_020","distributed","AVQkM2txcce10wz3R9YDPCy/qOkm4Yuh2kQz3M3JqDs=","A00000000775","AVQkM2txcce10wz3R9YDPCy/qOkm4YuhhYVuvsSYX80=","D00000008017","2018-09-13T19:07Z","OK","2018-09-19",48,0.1525,20,1,8.58,1.92,2.19,"A","OK","OK",,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",
"57006bb0-fc22-416f-966e-dc73f4d82fab","HARV_020.basePlot.cfc","D01","HARV","HARV_020","distributed","AVQkM2txccfQ9gL84DDu1LiWnMK9XSZTxwuHuVekxaA=","A00000000750","AVQkM2txccfQ9gL84DDu1LiWnMK9XSZTB9IxOWrLYBXMQhTCsFluHg==","D00000007998","2018-09-13T19:57Z","OK","2018-09-19",48,0.1520,20,1,14.58,4.01,3.86,"A","OK","OK",,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",
"b833fa54-076e-4bbc-a313-a1df435ec33b","HARV_034.basePlot.cfc","D01","HARV","HARV_034","tower","AVQkM2txcceIitBakpoc8loyloTarjQ/wzkXvTRKclI=","A00000000783","AVQkM2txcceIitBakpoc8loyloTarjQ/t457ho/oZA4=","D00000007976","2018-09-17T13:45Z","OK","2018-09-28",48,0.1734,20,1,4.87,1.16,1.24,"A","OK","OK",,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",
"447de8c8-b905-44ab-99e4-a3b3a84462d4","HARV_034.basePlot.cfc","D01","HARV","HARV_034","tower","AVQkM2txcceIitBakpoc8h0+cR9qiKY2SVo741tpyNU=","A00000000760","AVQkM2txcceIitBakpoc8h0+cR9qiKY2PV0U2sdSzfw=","D00000007997","2018-09-17T16:27Z","OK","2018-09-28",48,0.1476,20,1,4.99,1.23,1.31,"A","OK","OK",,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",
"4a12fea7-52a3-4e21-a12e-27ee16635cef","HARV_034.basePlot.cfc","D01","HARV","HARV_034","tower","AVQkM2txcceIitBakpoc8nNFI38kpaWdWDI6HA3w2cQ=","A00000000754","AVQkM2txcceIitBakpoc8nNFI38kpaWdkUTWu38WpUI=","D00000007999","2018-09-17T19:26Z","OK","2018-09-28",48,0.1330,20,1,2.97,0.92,0.83,"A","OK","OK",,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",
